繁體,簡體,拼音,詞例,定義,又作
挈,挈,kit⁸
訐,讦,kit⁸
擷,撷,kit⁸/git⁸
蹺,跷,kiu²,蹊蹺
藠,藠,kiu²/kiu⁵
蹺,跷,kiu³,高蹺，踩高蹺
翹,翘,kiu³/hiu³,翹尾巴，翹起來,一端向上揚起，突起，高起
蹺,跷,kiu¹/hiu¹,蹺著腳，蹺蹺板,墊起腳後跟走
僑,侨,kiu⁴
橋,桥,kiu⁴
翹,翘,kiu⁴,翹首，翹望,舉起，抬起，向上
蕎,荞,kiu⁴
喬,乔,kiu⁴
蹺,跷,kiu⁵,蹺腿，蹺大拇指,抬起，豎起
劊,刽,kui²
賄,贿,kui²
潰,溃,kui²
獪,狯,kui²
聵,聩,kui²
繪,绘,kui²
膾,脍,kui²
鱠,鲙,kui²
儈,侩,kui²
檜,桧,kui²
澮,浍,kui²
鄶,郐,kui²
豁,豁,kut⁸
聒,聒,kut⁸
蛞,蛞,kut⁸
括,括,kut⁸
㺢,㺢,kut⁸
箍,箍,ku¹
侉,侉,kwa²
胯,胯,kwa³
跨,跨,kwa³
挎,挎,kwa³
垮,垮,kwa¹
夸,夸,kwa¹
誇,夸,kwa¹
逛,逛,kwaŋ³
框,框,kwaŋ¹/hɔŋ¹
隙,隙,kwik⁷/gwik⁷
虧,亏,kwɐi¹
窺,窥,kwɐi¹
盔,盔,kwɐi¹
規,规,kwɐi¹
巋,岿,kwɐi¹
畦,畦,kwɐi⁴
攜,携,kwɐi⁴
睽,睽,kwɐi⁴
馗,馗,kwɐi⁴
喹,喹,kwɐi⁴
暌,暌,kwɐi⁴
夔,夔,kwɐi⁴
葵,葵,kwɐi⁴
逵,逵,kwɐi⁴
揆,揆,kwɐi⁴/kwɐi⁵
愧,愧,kwɐi⁵
菌,菌,kwɐn²
捆,捆,kwɐn²,"","",綑
麕,麕,kwɐn²
困,困,kwɐn³
窘,窘,kwɐn³
睏,困,kwɐn³
坤,坤,kwɐn¹,"","",堃
昆,昆,kwɐn¹
崑,昆,kwɐn¹
髡,髡,kwɐn¹
晜,晜,kwɐn¹
焜,焜,kwɐn¹/wɐn⁶
群,群,kwɐn⁴,"","",羣
裙,裙,kwɐn⁴
擴,扩,kwɔk⁸,擴散，擴大
漷,漷,kwɔk⁸/gwɔk⁸
曠,旷,kwɔŋ³
纊,纩,kwɔŋ³
礦,矿,kwɔŋ³
壙,圹,kwɔŋ³
鄺,邝,kwɔŋ³/kɔŋ³
狂,狂,kwɔŋ⁴
蜷,蜷,kyn⁴
顴,颧,kyn⁴
拳,拳,kyn⁴
權,权,kyn⁴
鬈,鬈,kyn⁴
獗,獗,kyt⁸
決,决,kyt⁸
訣,诀,kyt⁸
缺,缺,kyt⁸
抉,抉,kyt⁸
蹶,蹶,kyt⁸
厥,厥,kyt⁸
孓,孓,kyt⁸
蕨,蕨,kyt⁸
撅,撅,kyt⁸,"","",噘
闕,阙,kyt⁸
玦,玦,kyt⁸
闋,阕,kyt⁸
炔,炔,kyt⁸,炔烴，乙炔
橛,橛,kyt⁸/gyt⁹
卻,却,kœk⁸
噱,噱,kœk⁹
區,区,kœy¹,"",區域，地區
拘,拘,kœy¹
驅,驱,kœy¹
俱,俱,kœy¹
軀,躯,kœy¹
嶇,岖,kœy¹
祛,祛,kœy¹
駒,驹,kœy¹
胠,胠,kœy¹
袪,袪,kœy¹
璩,璩,kœy⁴
蠼,蠼,kœy⁴,"","",蠷
瞿,瞿,kœy⁴
渠,渠,kœy⁴
衢,衢,kœy⁴
朐,朐,kœy⁴
劬,劬,kœy⁴
距,距,kœy⁵
拒,拒,kœy⁵
強,强,kœŋ⁴,強壯，強大，堅強,有力
強,强,kœŋ⁵,強迫，強求，勉強，牽強，強詞奪理，強人所難，牽強附會,硬要，迫使，勉強
羥,羟,kœŋ⁵
襁,襁,kœŋ⁵
啟,启,kɐi²,"","",啓
稽,稽,kɐi²,稽首,（古）一種類似磕頭的跪拜禮
契,契,kɐi³
稽,稽,kɐi¹,稽查，稽留，稽延，稽核，滑稽，無稽之談，反脣相稽,停留，延遲，考核，計較
溪,溪,kɐi¹
蹊,蹊,kɐi¹,蹊蹺，蹺蹊,奇怪，可疑
嵇,嵇,kɐi¹/hɐi⁴
襟,襟,kɐm¹
衾,衾,kɐm¹
噙,噙,kɐm⁴
禽,禽,kɐm⁴
擒,擒,kɐm⁴
琴,琴,kɐm⁴,"","",琹
妗,妗,kɐm⁵
勤,勤,kɐn⁴
芹,芹,kɐn⁴
近,近,kɐn⁵,"",（口語）
岌,岌,kɐp⁷
給,给,kɐp⁷
吸,吸,kɐp⁷
汲,汲,kɐp⁷
笈,笈,kɐp⁷
級,级,kɐp⁷
歙,歙,kɐp⁷,"",收斂，吸氣
伋,伋,kɐp⁷
及,及,kɐp⁹
芨,芨,kɐp⁹/gɐp⁷
咳,咳,kɐt⁷,咳嗽，乾咳
叩,叩,kɐu³
扣,扣,kɐu³
寇,寇,kɐu³
釦,扣,kɐu³
蔻,蔻,kɐu³
構,构,kɐu³/gɐu³
媾,媾,kɐu³/gɐu³
購,购,kɐu³/gɐu³
佝,佝,kɐu³/kœy¹
摳,抠,kɐu¹
溝,沟,kɐu¹/gɐu¹
裘,裘,kɐu⁴
毬,毬,kɐu⁴
球,球,kɐu⁴
求,求,kɐu⁴
仇,仇,kɐu⁴,"",（姓）
虯,虬,kɐu⁴
犰,犰,kɐu⁴
逑,逑,kɐu⁴
璆,璆,kɐu⁴
俅,俅,kɐu⁴
銶,𨱇,kɐu⁴
舅,舅,kɐu⁵
臼,臼,kɐu⁵
丐,丐,kɔi³
溉,溉,kɔi³
鈣,钙,kɔi³
慨,慨,kɔi³
蓋,盖,kɔi³,蓋上，蓋好，蓋世，蓋章，覆蓋，遮蓋，涵蓋，蓋被子，蓋房子，蓋不住,（動詞）
概,概,kɔi³
愾,忾,kɔi³
欬,欬,kɔi³
確,确,kɔk⁸
榷,榷,kɔk⁸
郝,郝,kɔk⁸
恪,恪,kɔk⁸
慤,悫,kɔk⁸
壑,壑,kɔk⁸
涸,涸,kɔk⁸
亢,亢,kɔŋ³
抗,抗,kɔŋ³
伉,伉,kɔŋ³
擴,扩,kɔŋ³,擴散，擴大,（俗）
炕,炕,kɔŋ³
閌,闶,kɔŋ³
扛,扛,kɔŋ¹
鵟,𫛭,kɔŋ⁴
屐,屐,kɛk⁹
劇,剧,kɛk⁹
茄,茄,kɛ²,茄子，番茄,一種蔬菜
騎,骑,kɛ⁴,騎馬，騎車，騎牆,指騎馬，也泛指兩腿跨在東西上
瘸,瘸,kɛ⁴
伽,伽,kɛ⁴,伽藍，伽陀，僧伽，伽南香,（梵文音譯用字）
頃,顷,kɪŋ²
傾,倾,kɪŋ¹
瓊,琼,kɪŋ⁴
擎,擎,kɪŋ⁴
鯨,鲸,kɪŋ⁴
黥,黥,kɪŋ⁴
勍,勍,kɪŋ⁴
曲,曲,kʊk⁷
麴,曲,kʊk⁷
窮,穷,kʊŋ⁴
穹,穹,kʊŋ⁴
邛,邛,kʊŋ⁴
癩,癞,lai³
拉,拉,lai¹,拉車，拉扯，拉長，拉開，拉攏，拉鋸，拉貨，拉倒，拉拔，拉屎，拖拉，拉關係，拉生意，拉交情，拉買賣，拉警報，拉肚子，拉胡琴，拉二胡，拉下水，手拉手，拉手風琴，拉小提琴,拖，扯，拔，拽，牽引
賴,赖,lai⁶
籟,籁,lai⁶
落,落,lai⁶,落下，丟三落四,丟下，遺漏，忘了拿，被丟在後面
勒,勒,lak⁹/lɐk⁹
肋,肋,lak⁹/lɐk⁹
籃,篮,lam⁴
襤,褴,lam⁴
婪,婪,lam⁴
藍,蓝,lam⁴
嵐,岚,lam⁴
覽,览,lam⁵
攬,揽,lam⁵
欖,榄,lam⁵
纜,缆,lam⁶
濫,滥,lam⁶
艦,舰,lam⁶
檻,槛,lam⁶,門檻，窗檻，閘檻,門限，指門框或窗框下的橫木、石條等
蘭,兰,lan⁴
襴,襕,lan⁴
斕,斓,lan⁴
欄,栏,lan⁴
攔,拦,lan⁴
闌,阑,lan⁴
瀾,澜,lan⁴
懶,懒,lan⁵
爛,烂,lan⁶
立,立,lap⁹
蠟,蜡,lap⁹
垃,垃,lap⁹
臘,腊,lap⁹
砬,砬,lap⁹
鱲,𫚭,lap⁹
邋,邋,lap⁹/lat⁹
辣,辣,lat⁹
拉,拉,lat⁹,拉開，拉下，拉口子，拉下一塊肉，拉了一個口子,用刀割，切開，割開，切斷，劃破
剌,剌,lat⁹
蝲,蝲,lat⁹
撈,捞,lau⁴,撈魚，撈取，撈起，撈麵，打撈，捕撈，撈魚蝦，撈稻草，水中撈月，海底撈針,將東西從水中取出來
喇,喇,la³,喇叭,一種管樂器
罅,罅,la³
啦,啦,la¹
喇,喇,la¹,喇嘛,藏傳佛教的僧侶
拉,拉,la¹,拉話，拉閒，拉家常，拉呱兒，拉舌頭,閒談
冷,冷,laŋ⁵
璃,璃,lei¹,玻璃
喱,喱,lei¹
縭,缡,lei⁴
璃,璃,lei⁴,琉璃
罹,罹,lei⁴
狸,狸,lei⁴,"","",貍
梨,梨,lei⁴
蜊,蜊,lei⁴
漓,漓,lei⁴
鱺,鲡,lei⁴
離,离,lei⁴
釐,厘,lei⁴
籬,篱,lei⁴
驪,骊,lei⁴
瓈,瓈,lei⁴
琍,琍,lei⁴
鸝,鹂,lei⁴
俚,俚,lei⁵
履,履,lei⁵
李,李,lei⁵
里,里,lei⁵
鯉,鲤,lei⁵
鋰,锂,lei⁵
邐,逦,lei⁵
理,理,lei⁵
娌,娌,lei⁵
哩,哩,lei⁵,"",英美制長度單位
利,利,lei⁶
吏,吏,lei⁶
莉,莉,lei⁶
蒞,莅,lei⁶
俐,俐,lei⁶
痢,痢,lei⁶
猁,猁,lei⁶
詈,詈,lei⁶
靂,雳,lik⁷
礫,砾,lik⁷
櫪,枥,lik⁷
櫟,栎,lik⁷,櫟樹,一種落葉喬木
瀝,沥,lik⁷/lik⁹
力,力,lik⁹
歷,历,lik⁹
曆,历,lik⁹
酈,郦,lik⁹
令,令,lim¹,一令紙,（量詞）
簾,帘,lim⁴
帘,帘,lim⁴
鐮,镰,lim⁴
廉,廉,lim⁴
蠊,蠊,lim⁴
燫,燫,lim⁴
濂,濂,lim⁴
臉,脸,lim⁵
殮,殓,lim⁵
蘞,蔹,lim⁵
斂,敛,lim⁶
襝,裣,lim⁶,"","",斂
瀲,潋,lim⁶
鏈,链,lin⁴
連,连,lin⁴
蓮,莲,lin⁴
漣,涟,lin⁴
憐,怜,lin⁴
鰱,鲢,lin⁴
輦,辇,lin⁵
攆,撵,lin⁵
煉,炼,lin⁶,"","",鍊
練,练,lin⁶
獵,猎,lip⁹
鬣,鬣,lip⁹
裂,裂,lit⁹
烈,烈,lit⁹
列,列,lit⁹
捩,捩,lit⁹
冽,冽,lit⁹
鴷,䴕,lit⁹
撩,撩,liu¹,撩開，撩起，撩水，撩起來，撩裙子，撩起門簾，撩上點水,提，掀起；用手灑水
溜,溜,liu¹,溜走，溜開，偷溜，溜課，溜工，溜掉，開溜，溜回家，溜之大吉,偷偷地走開
撂,撂,liu¹
嘹,嘹,liu⁴
繚,缭,liu⁴
遼,辽,liu⁴
僚,僚,liu⁴
鐐,镣,liu⁴
獠,獠,liu⁴
寮,寮,liu⁴
瞭,了,liu⁴,明瞭，瞭如指掌,明白，清楚
瞭,瞭,liu⁴,瞭望，瞭望台,遠遠地望，從高處遠望
燎,燎,liu⁴
撩,撩,liu⁴,撩撥，撩惹，撩人，撩逗，撩動，花香撩人,挑弄，招惹，引逗，挑逗
療,疗,liu⁴
聊,聊,liu⁴
寥,寥,liu⁴
瞭,了,liu⁵,瞭解，一目瞭然
釕,钌,liu⁵,釕銱兒,扣住門窗等的鐵片
蓼,蓼,liu⁵,"",一種植物
了,了,liu⁵,了得，了斷，了結，了賬，了卻，走了，終了，未了，聰了，了了，了不起，了不得，看完了，說過了，做好了，辦得了，做得了，受不了，動不了，來不了，了卻心願，了無新意，了無生趣，一了百了，不了了之，沒完沒了,結束，完全，全然；（動詞後）可能；（語助詞）表示動作已完成
潦,潦,liu⁵/liu²
料,料,liu⁶
廖,廖,liu⁶
尥,尥,liu⁶
釕,钌,liu⁶,"",金屬元素，符號Ru
哩,哩,li¹,哩哩啦啦,零零散散或斷斷續續的樣子
佬,佬,lou²
撈,捞,lou¹,撈錢，撈本，撈一把，撈油水，撈外快，撈資本，撈了一筆,用不正當的手段取得
嚕,噜,lou¹
臚,胪,lou⁴
癆,痨,lou⁴
顱,颅,lou⁴
盧,卢,lou⁴
爐,炉,lou⁴
廬,庐,lou⁴
勞,劳,lou⁴,勞動，勞累，勞駕，功勞，疲勞，操勞，勤勞，不勞而獲，吃苦耐勞,辛勤，努力，勤苦做事
牢,牢,lou⁴
醪,醪,lou⁴
蘆,芦,lou⁴
轤,轳,lou⁴
嘮,唠,lou⁴
鱸,鲈,lou⁴
瀘,泸,lou⁴
櫨,栌,lou⁴
鸕,鸬,lou⁴
艫,舻,lou⁴
老,老,lou⁵
姥,姥,lou⁵
擄,掳,lou⁵
魯,鲁,lou⁵
鹵,卤,lou⁵
虜,虏,lou⁵
滷,卤,lou⁵,"","",鹵
櫓,橹,lou⁵
擼,撸,lou⁵
露,露,lou⁶
璐,璐,lou⁶
路,路,lou⁶
澇,涝,lou⁶
鷺,鹭,lou⁶
勞,劳,lou⁶,勞軍，勞兵，犒勞，慰勞,慰問，慰勉辛苦或有功勞的人
賂,赂,lou⁶
輅,辂,lou⁶
潞,潞,lou⁶
嫪,嫪,lou⁶
戀,恋,lyn²
臠,脔,lyn²/lyn⁴
鸞,鸾,lyn⁴
巒,峦,lyn⁴
攣,挛,lyn⁴
孿,孪,lyn⁴
聯,联,lyn⁴
欒,栾,lyn⁴
灤,滦,lyn⁴
鑾,銮,lyn⁴
孌,娈,lyn⁵
亂,乱,lyn⁶
捋,捋,lyt⁸
埒,埒,lyt⁸
劣,劣,lyt⁸/lyt⁹
略,略,lœk⁹,"","",畧
掠,掠,lœk⁹
卵,卵,lœn²
麟,麟,lœn⁴
遴,遴,lœn⁴
磷,磷,lœn⁴
論,论,lœn⁴,論語，論孟,《論語》的簡稱
粼,粼,lœn⁴
嶙,嶙,lœn⁴
鱗,鳞,lœn⁴
倫,伦,lœn⁴
崙,仑,lœn⁴
掄,抡,lœn⁴
璘,璘,lœn⁴
淪,沦,lœn⁴
侖,仑,lœn⁴
圇,囵,lœn⁴
輪,轮,lœn⁴
鄰,邻,lœn⁴
綸,纶,lœn⁴,滌綸，腈綸，垂綸,人工合成纖維
論,论,lœn⁶,論文，論點，討論，理論，言論，談論，評論，相對論，一概而論，無論如何，相提並論
吝,吝,lœn⁶
躪,躏,lœn⁶
藺,蔺,lœn⁶
鷸,鹬,lœt⁹,"",（俗）
慄,栗,lœt⁹
傈,傈,lœt⁹
律,律,lœt⁹
率,率,lœt⁹,比率，利率，效率，頻率，功率，稅率，速率，圓周率，百分率,一定的標準、準則或比例
栗,栗,lœt⁹
篥,篥,lœt⁹
溧,溧,lœt⁹
鐳,镭,lœy⁴
驢,驴,lœy⁴
閭,闾,lœy⁴
擂,擂,lœy⁴
嫘,嫘,lœy⁴
櫚,榈,lœy⁴
雷,雷,lœy⁴
縲,缧,lœy⁴
纍,累,lœy⁴
羸,羸,lœy⁴
騾,骡,lœy⁴/lɔ⁴
褸,褛,lœy⁵
鋁,铝,lœy⁵
縷,缕,lœy⁵
磊,磊,lœy⁵
膂,膂,lœy⁵
侶,侣,lœy⁵
旅,旅,lœy⁵
壘,垒,lœy⁵
呂,吕,lœy⁵
屢,屡,lœy⁵
累,累,lœy⁵,累積，累累，累次，累進，累犯，累年，危如累卵，成千累萬，長年累月，日積月累，罪行累累,屢次，多次，接連；重叠，堆積，聚集,纍
裡,里,lœy⁵,"","",裏
儡,儡,lœy⁵
蕾,蕾,lœy⁵/lœy⁴
濾,滤,lœy⁶
類,类,lœy⁶
淚,泪,lœy⁶
慮,虑,lœy⁶
累,累,lœy⁶,累人，累及，累贅，勞累，受累，連累，牽累，拖累,疲勞，疲憊，疲乏；牽連，牽扯；麻煩，多餘
漯,漯,lœy⁶,漯河,（地名）
戾,戾,lœy⁶
耒,耒,lœy⁶/lɔi⁶
兩,两,lœŋ²,銀兩，斤兩，半斤八兩,（重量單位）,両
梁,梁,lœŋ⁴,"","",樑
涼,凉,lœŋ⁴
量,量,lœŋ⁴,量杯，量地，考量，商量，測量，估量，衡量，端量，思量，量血壓，量溫度,（動詞）估計，考慮；用器具確定物體的性質
糧,粮,lœŋ⁴
粱,粱,lœŋ⁴
良,良,lœŋ⁴
莨,莨,lœŋ⁴,莨綢，薯莨,指薯莨
輬,辌,lœŋ⁴,轀輬
魎,魉,lœŋ⁵
倆,俩,lœŋ⁵
兩,两,lœŋ⁵,兩邊，兩手，兩極，兩棲,（數目字）
諒,谅,lœŋ⁶
踉,踉,lœŋ⁶
輛,辆,lœŋ⁶
量,量,lœŋ⁶,量詞，數量，力量，質量，容量，含量，重量，氣量，膽量，量力而為，量入為出，不自量力,（名詞）數量；容納或禁受的限度；估計
亮,亮,lœŋ⁶
悢,悢,lœŋ⁶
藜,藜,lɐi⁴
犂,犂,lɐi⁴
黎,黎,lɐi⁴
犁,犁,lɐi⁴
黧,黧,lɐi⁴
蠡,蠡,lɐi⁴/lɐi⁵
禮,礼,lɐi⁵
鱧,鳢,lɐi⁵
醴,醴,lɐi⁵
澧,澧,lɐi⁵
勵,励,lɐi⁶
麗,丽,lɐi⁶
蠣,蛎,lɐi⁶
厲,厉,lɐi⁶
例,例,lɐi⁶
礪,砺,lɐi⁶
荔,荔,lɐi⁶
儷,俪,lɐi⁶
癘,疠,lɐi⁶
糲,粝,lɐi⁶
鰳,鳓,lɐk⁹/lak⁹
林,林,lɐm⁴
啉,啉,lɐm⁴
淋,淋,lɐm⁴
琳,琳,lɐm⁴
霖,霖,lɐm⁴
臨,临,lɐm⁴
凜,凛,lɐm⁵
懍,懔,lɐm⁵
笠,笠,lɐp⁷
甩,甩,lɐt⁷
摟,搂,lɐu²
嘍,喽,lɐu¹,吃飯嘍，水開嘍，下班嘍，起來嘍,（語氣助詞）表示提醒，呼喚，注意等
瀏,浏,lɐu⁴
榴,榴,lɐu⁴
婁,娄,lɐu⁴
流,流,lɐu⁴
琉,琉,lɐu⁴
劉,刘,lɐu⁴
螻,螻,lɐu⁴
樓,楼,lɐu⁴
硫,硫,lɐu⁴
僂,偻,lɐu⁴
髏,髅,lɐu⁴
瘤,瘤,lɐu⁴
留,留,lɐu⁴
騮,骝,lɐu⁴
鎏,鎏,lɐu⁴
嘍,喽,lɐu⁴,嘍囉,盜匪的部下
鶹,鹠,lɐu⁴
蔞,蒌,lɐu⁴
簍,篓,lɐu⁵
柳,柳,lɐu⁵
綹,绺,lɐu⁵
蹓,蹓,lɐu⁶
陋,陋,lɐu⁶
漏,漏,lɐu⁶
溜,溜,lɐu⁶,溜冰，溜達，溜走，溜圓，溜光，溜槽，溜狗，滑溜，水溜，大溜，簷溜，溜滑梯，溜冰場，溜旱冰，光溜溜，圓溜溜，酸溜溜，烏溜溜，順口溜，一溜煙，隨大溜，溜鬚拍馬,滑行，平滑，無阻礙；急流，房簷滴下的水；（量詞）條，排
餾,馏,lɐu⁶
遛,遛,lɐu⁶
鏤,镂,lɐu⁶
萊,莱,lɔi⁴
來,来,lɔi⁴
徠,徕,lɔi⁴
淶,涞,lɔi⁴
崍,崃,lɔi⁴
睞,睐,lɔi⁶
賚,赉,lɔi⁶
絡,络,lɔk⁸
烙,烙,lɔk⁸
鉻,铬,lɔk⁸
餎,饹,lɔk⁸
珞,珞,lɔk⁸
酪,酪,lɔk⁸
硌,硌,lɔk⁸,"",（名詞）山上的大石
犖,犖,lɔk⁸
洛,洛,lɔk⁸/lɔk⁹
駱,骆,lɔk⁸/lɔk⁹
樂,乐,lɔk⁹,樂趣，樂意，快樂，取樂,歡喜，快活
落,落,lɔk⁹,落下，墜落
咯,咯,lɔk⁹,吡咯,一種有機化合物
裸,裸,lɔ²
倮,倮,lɔ²
囉,囉,lɔ¹
咯,咯,lɔ¹,當然咯,（語氣助詞）
旯,旯,lɔ¹/lɔk⁸
郎,郎,lɔŋ²,令郎，大郎,（舊）稱別人的兒子
啷,啷,lɔŋ¹
狼,狼,lɔŋ⁴
瑯,琅,lɔŋ⁴
郎,郎,lɔŋ⁴,郎君，郎中，新郎，情郎，牛郎，女郎，郎才女貌,稱年輕男子
廊,廊,lɔŋ⁴
螂,螂,lɔŋ⁴
鋃,锒,lɔŋ⁴
榔,榔,lɔŋ⁴
莨,莨,lɔŋ⁴,莨菪,一種多年生草本植物
閬,阆,lɔŋ⁴,閌閬，閬閬,高大，空曠
嫏,嫏,lɔŋ⁴
朗,朗,lɔŋ⁵
㙟,㙟,lɔŋ⁵
晾,晾,lɔŋ⁶
浪,浪,lɔŋ⁶
蒗,蒗,lɔŋ⁶
閬,阆,lɔŋ⁶,閬中，閬苑,（地名）
玀,猡,lɔ⁴
邏,逻,lɔ⁴
羅,罗,lɔ⁴
鑼,锣,lɔ⁴
籮,箩,lɔ⁴
蘿,萝,lɔ⁴
螺,螺,lɔ⁴
咧,咧,lɛ²,咧嘴，咧著嘴笑,嘴巴斜著張開
咧,咧,lɛ¹,"",（助詞）了，啦
哩,哩,lɛ¹,"",（助詞）呢
靚,靓,lɛŋ³,靚仔，靚女,（方言）漂亮，好看
綾,绫,lɪŋ⁴
稜,棱,lɪŋ⁴
羚,羚,lɪŋ⁴
苓,苓,lɪŋ⁴
呤,呤,lɪŋ⁴
欞,棂,lɪŋ⁴,"","",櫺
翎,翎,lɪŋ⁴
菱,菱,lɪŋ⁴
零,零,lɪŋ⁴
鈴,铃,lɪŋ⁴
靈,灵,lɪŋ⁴
鯪,鲮,lɪŋ⁴
玲,玲,lɪŋ⁴
囹,囹,lɪŋ⁴
凌,凌,lɪŋ⁴
齡,龄,lɪŋ⁴
聆,聆,lɪŋ⁴
陵,陵,lɪŋ⁴
令,令,lɪŋ⁴,令狐,（複姓）
伶,伶,lɪŋ⁴
蛉,蛉,lɪŋ⁴
崚,崚,lɪŋ⁴
瓴,瓴,lɪŋ⁴
領,领,lɪŋ⁵/lɛŋ⁵
嶺,岭,lɪŋ⁵/lɛŋ⁵
令,令,lɪŋ⁶,命令，口令,使，使得；上級的指示；季節
另,另,lɪŋ⁶
愣,愣,lɪŋ⁶,"","",楞
麓,麓,lʊk⁷
轆,辘,lʊk⁷
碌,碌,lʊk⁷,碌碌，忙碌，庸碌，勞碌，一骨碌,繁忙，繁雜；平凡，沒有才能
祿,禄,lʊk⁹
戮,戮,lʊk⁹
氯,氯,lʊk⁹
六,六,lʊk⁹
錄,录,lʊk⁹
碌,碌,lʊk⁹,碌碡,一種石製的農具
陸,陆,lʊk⁹
綠,绿,lʊk⁹
鹿,鹿,lʊk⁹
漉,漉,lʊk⁹
琭,琭,lʊk⁹
蓼,蓼,lʊk⁹,"",形容植物長大的樣子
逯,逯,lʊk⁹
隆,隆,lʊŋ⁴
龍,龙,lʊŋ⁴
窿,窿,lʊŋ⁴
籠,笼,lʊŋ⁴,籠子，鳥籠，蒸籠，燈籠,（名詞）指籠子
嚨,咙,lʊŋ⁴
聾,聋,lʊŋ⁴
矓,眬,lʊŋ⁴
朧,胧,lʊŋ⁴
瓏,珑,lʊŋ⁴
曨,昽,lʊŋ⁴
蘢,茏,lʊŋ⁴
礱,砻,lʊŋ⁴
籠,笼,lʊŋ⁵,籠罩，籠統，籠絡,（動詞）指遮住，像籠子一樣罩住
攏,拢,lʊŋ⁵
壟,垄,lʊŋ⁵
隴,陇,lʊŋ⁵
弄,弄,lʊŋ⁶
埋,埋,mai⁴
霾,霾,mai⁴/mɐi⁴
蕒,荬,mai⁵
買,买,mai⁵
賣,卖,mai⁶
邁,迈,mai⁶
擘,擘,mak⁸
饅,馒,man⁴
蠻,蛮,man⁴
鰻,鳗,man⁴
謾,谩,man⁴,欺謾,欺騙，蒙騙，蒙蔽
蔓,蔓,man⁴,蔓菁,蕪菁，一種草本植物
晚,晚,man⁵
幔,幔,man⁶
萬,万,man⁶
曼,曼,man⁶
漫,漫,man⁶
慢,慢,man⁶
謾,谩,man⁶,謾罵,輕慢，不禮貌，不尊重
嫚,嫚,man⁶
鏝,镘,man⁶
蔓,蔓,man⁶,蔓延，蔓草，蔓生，藤蔓，瓜蔓，順蔓摸瓜,植物細長能纏繞但不能直立的莖；滋生，擴展
墁,墁,man⁶
縵,缦,man⁶
熳,熳,man⁶
貓,猫,mau¹
矛,矛,mau⁴
茅,茅,mau⁴
卯,卯,mau⁵
鉚,铆,mau⁵
昴,昴,mau⁵
茆,茆,mau⁵
牡,牡,mau⁵/mɐu⁵
袤,袤,mau⁶
懋,懋,mau⁶
貌,貌,mau⁶
嘛,嘛,ma³,有意見就提嘛,（助詞）表示提醒、勸阻、顯而易見、道理明顯等語氣
媽,妈,ma¹
嬤,嬷,ma¹
嗎,吗,ma¹,幹嗎，有嗎，要嗎，嗎玩意兒，要嗎有嗎,（方言）什麼
嘛,嘛,ma¹,幹嘛，有嘛，要嘛，嘛玩意兒，要嘛有嘛,（方言）什麼
嗎,吗,ma¹/ma³,好嗎，行嗎，可以嗎,（疑問助詞）
嗎,吗,ma¹/ma⁵,嗎啡,一種鎮痛藥
繃,绷,maŋ¹,繃臉，繃勁，繃著臉，繃不住,板著，強忍住,綳
盲,盲,maŋ⁴
錳,锰,maŋ⁵
蜢,蜢,maŋ⁵
猛,猛,maŋ⁵
勐,勐,maŋ⁵
孟,孟,maŋ⁶
麻,麻,ma⁴,"","",蔴
蟆,蟆,ma⁴
嘛,嘛,ma⁴,喇嘛,（藏語）對僧人、法師等的尊稱
痲,麻,ma⁴
獁,犸,ma⁵
馬,马,ma⁵
碼,码,ma⁵
瑪,玛,ma⁵
螞,蚂,ma⁵
罵,骂,ma⁶
微,微,mei⁴
楣,楣,mei⁴
嵋,嵋,mei⁴
靡,靡,mei⁴
蘼,蘼,mei⁴
眉,眉,mei⁴
麋,麋,mei⁴
薇,薇,mei⁴
湄,湄,mei⁴
糜,糜,mei⁴
縻,縻,mei⁴
獼,猕,mei⁴/nei⁴
尾,尾,mei⁵
鎂,镁,mei⁵
美,美,mei⁵
娓,娓,mei⁵
媺,媺,mei⁵
羋,羋,mei⁵
魅,魅,mei⁶
媚,媚,mei⁶
寐,寐,mei⁶
味,味,mei⁶
未,未,mei⁶
覓,觅,mik⁹
冪,幂,mik⁹
汨,汨,mik⁹
鼏,鼏,mik⁹,"",鼎的蓋子
眠,眠,min⁴
棉,棉,min⁴
綿,绵,min⁴
緬,缅,min⁵
靦,腼,min⁵
免,免,min⁵
娩,娩,min⁵
冕,冕,min⁵
勉,勉,min⁵
眄,眄,min⁵
面,面,min⁶
麵,面,min⁶,"","",麪
蔑,蔑,mit⁹
篾,篾,mit⁹
滅,灭,mit⁹
衊,蔑,mit⁹
蠛,蠛,mit⁹
喵,喵,miu¹
瞄,瞄,miu⁴
苗,苗,miu⁴
描,描,miu⁴
杳,杳,miu⁵
渺,渺,miu⁵
緲,缈,miu⁵
秒,秒,miu⁵
藐,藐,miu⁵
淼,淼,miu⁵
眇,眇,miu⁵
邈,邈,miu⁵/mɔk⁹
廟,庙,miu⁶
妙,妙,miu⁶
繆,缪,miu⁶,"",（姓）
模,模,mou⁴
髦,髦,mou⁴
摹,摹,mou⁴
謨,谟,mou⁴
膜,膜,mou⁴,膜拜,跪拜
誣,诬,mou⁴
毛,毛,mou⁴
無,无,mou⁴,無法，無論，無疑，無辜，無聊，無奈，無限，無可奈何,沒有
蕪,芜,mou⁴
毋,毋,mou⁴
巫,巫,mou⁴
