繁體,簡體,拼音,詞例,定義,又作
撙,撙,tsyːn˧˥
傳,传,tsyːn˨,傳記，自傳，外傳，別傳，列傳，經傳，紀傳體，不見經傳,記載某人一生事跡的文字
輟,辍,tsyːt˧
拙,拙,tsyːt˧
啜,啜,tsyːt˧
茁,茁,tsyːt˧
咄,咄,tsyːt˧,咄咄逼人,（俗）斥責，呵叱
掇,掇,tsyːt˧
絕,绝,tsyːt˨
侏,侏,tsyː˥
諸,诸,tsyː˥
朱,朱,tsyː˥
銖,铢,tsyː˥
誅,诛,tsyː˥
茱,茱,tsyː˥
珠,珠,tsyː˥
豬,猪,tsyː˥
蛛,蛛,tsyː˥
株,株,tsyː˥
洙,洙,tsyː˥/syː˨˩
駐,驻,tsyː˧
蛀,蛀,tsyː˧
著,著,tsyː˧,土著,（俗）世居本地的人
註,注,tsyː˧
著,著,tsyː˧,著作，著名，著書，著者，著稱，著述，名著，原著，譯著，巨著，新著，大著，遺著，論著，編著，撰著，專著，顯著，卓著，昭著，著作權，著書立說，彰明較著，臭名昭著，見微知著,顯出，明顯；寫作；文章，書，小說等
注,注,tsyː˧
炷,炷,tsyː˧
鑄,铸,tsyː˧
主,主,tsyː˧˥
煮,煮,tsyː˧˥
拄,拄,tsyː˧˥
渚,渚,tsyː˧˥
住,住,tsyː˨
箸,箸,tsyː˨
鵲,鹊,tsœːk˧
著,着,tsœːk˧,著衣，穿著，衣著，著西服，衣著打扮,穿衣服
嚼,嚼,tsœːk˧,嚼舌，嚼食，嚼子，咀嚼，嚼不爛，細嚼慢嚥，咬文嚼字，味同嚼蠟，過屠門而大嚼,用牙齒咬碎食物
酌,酌,tsœːk˧
灼,灼,tsœːk˧
雀,雀,tsœːk˧
爵,爵,tsœːk˧
斫,斫,tsœːk˧,斫伐，斫鼻，斫樹，斫營，斫木,砍，斬；用刀斧砍削或劈樹,斲
妁,妁,tsœːk˧
焯,焯,tsœːk˧/tsʰœːk˧,焯燦，焯見,顯明，光明，明顯，明白
芍,芍,tsœːk˧/tsʰœːk˧
勺,勺,tsœːk˧/tsʰœːk˧/sœːk˧,"","",杓
著,着,tsœːk˨,著涼，著急，著火，著迷，著慌，著忙，著魔，著熱，著雨，著陸，著重，著手，著色，著實，著想，著筆，著力，著墨，著意，著落，著人，睡著，猜著，打著，沉著，執著，無著，膠著，聽著，跑著，拿著，笑著，附著物，黏著力，見不著，見不著，犯不著，合不著，數得著，著手成春，歪打正著，不著邊際，不著痕跡，著三不著兩,接觸，感受；下棋走一步；手段，辦法（助詞）表示動作正在進行；表示有了結果或達到目的
著,著,tsœːk˨,土著,世居本地的人
漳,漳,tsœːŋ˥
張,张,tsœːŋ˥
漿,浆,tsœːŋ˥
章,章,tsœːŋ˥
將,将,tsœːŋ˥,將軍，將來，將要，將就，將近，即將，將信將疑,（介詞、副詞、連詞）快要；把；又，且；拿，用；調養；（象棋）攻擊對方的將或帥
蟑,蟑,tsœːŋ˥
璋,璋,tsœːŋ˥
樟,樟,tsœːŋ˥
彰,彰,tsœːŋ˥
獐,獐,tsœːŋ˥,"","",麞
嫜,嫜,tsœːŋ˥
鄣,鄣,tsœːŋ˥
將,将,tsœːŋ˧,將官，將領，將帥，將校，將士，將兵，上將，中將，少將,（軍銜名）高級軍官；（書）帶領，統領
賬,账,tsœːŋ˧
醬,酱,tsœːŋ˧
瘴,瘴,tsœːŋ˧
障,障,tsœːŋ˧
仗,仗,tsœːŋ˧,打仗，敗仗，勝仗,（名詞）戰爭，戰鬥
帳,帐,tsœːŋ˧
漲,涨,tsœːŋ˧,漲紅，漲大，漲紅了臉，煙塵漲天,擴大，擴張，變大，充滿
脹,胀,tsœːŋ˧
幛,幛,tsœːŋ˧
嶂,嶂,tsœːŋ˧
掌,掌,tsœːŋ˧˥
長,长,tsœːŋ˧˥,長大，廠長,（動詞、名詞）
獎,奖,tsœːŋ˧˥
槳,桨,tsœːŋ˧˥
蔣,蒋,tsœːŋ˧˥
漲,涨,tsœːŋ˧˥/tsœːŋ˧,漲價，漲落，漲潮，漲價，漲幅，漲錢，高漲，上漲，暴漲，看漲，漲停，水漲船高,水上升，水量增加，水面提高；增長，增高，上升，提高
象,象,tsœːŋ˨
丈,丈,tsœːŋ˨
仗,仗,tsœːŋ˨,仗劍，倚仗，仗勢欺人，仗義執言,（動詞）憑藉，依靠
像,像,tsœːŋ˨
橡,橡,tsœːŋ˨
匠,匠,tsœːŋ˨
杖,杖,tsœːŋ˨
躋,跻,tsɐi˥
齏,齑,tsɐi˥
劑,剂,tsɐi˥
擠,挤,tsɐi˥
祭,祭,tsɐi˧
製,制,tsɐi˧
霽,霁,tsɐi˧
濟,济,tsɐi˧,濟貧，經濟，賑濟，接濟，無濟於事，同舟共濟,過河，救助，有益
制,制,tsɐi˧
際,际,tsɐi˧
掣,掣,tsɐi˧,掣肘，牽掣，風馳電掣,拽，拉；迅疾，閃過
穄,穄,tsɐi˧
仔,仔,tsɐi˧˥,牛仔褲,小孩，男孩，幼小動物
濟,济,tsɐi˧˥,濟南，濟寧，濟源，濟水，濟濟一堂,（地名）
滯,滞,tsɐi˨
側,侧,tsɐk˥
則,则,tsɐk˥
昃,昃,tsɐk˥
仄,仄,tsɐk˥
針,针,tsɐm˥
箴,箴,tsɐm˥
砧,砧,tsɐm˥
斟,斟,tsɐm˥
浸,浸,tsɐm˧
枕,枕,tsɐm˧,枕戈待旦,（動詞）把頭放在枕頭上，用枕頭墊頭
枕,枕,tsɐm˧˥,枕頭，枕木，同床共枕,（名詞）躺著的時候墊在頭下的東西
怎,怎,tsɐm˧˥
鴆,鸩,tsɐm˨
朕,朕,tsɐm˨
胗,胗,tsɐn˥
珍,珍,tsɐn˥
真,真,tsɐn˥,"","",眞
振,振,tsɐn˧
賑,赈,tsɐn˧
鎮,镇,tsɐn˧
震,震,tsɐn˧
圳,圳,tsɐn˧
軫,轸,tsɐn˧˥/tsʰɐn˧˥
陣,阵,tsɐn˨
汁,汁,tsɐp˥
執,执,tsɐp˥
質,质,tsɐt˥,質量，質的，性質，物質，品質，優質，實質，變質，質疑，質問,事物的根本、特性、本性等；詢問，詰問，責問
姪,侄,tsɐt˨
窒,窒,tsɐt˨
桎,桎,tsɐt˨
疾,疾,tsɐt˨
蟄,蛰,tsɐt˨
嫉,嫉,tsɐt˨
蛭,蛭,tsɐt˨
蒺,蒺,tsɐt˨
舟,舟,tsɐu˥
周,周,tsɐu˥,周圍，圓周
州,州,tsɐu˥
揪,揪,tsɐu˥
週,周,tsɐu˥,週末，週刊，週年，週遊
洲,洲,tsɐu˥
謅,诌,tsɐu˥
鄒,邹,tsɐu˥
陬,陬,tsɐu˥
輈,辀,tsɐu˥
諏,诹,tsɐu˥
揫,揫,tsɐu˥
奏,奏,tsɐu˧
揍,揍,tsɐu˧
晝,昼,tsɐu˧
咒,咒,tsɐu˧
皺,皱,tsɐu˧
縐,绉,tsɐu˧
酒,酒,tsɐu˧˥
肘,肘,tsɐu˧˥
帚,帚,tsɐu˧˥
走,走,tsɐu˧˥
鷲,鹫,tsɐu˨
冑,冑,tsɐu˨
袖,袖,tsɐu˨
就,就,tsɐu˨
紂,纣,tsɐu˨
宙,宙,tsɐu˨
岫,岫,tsɐu˨
驟,骤,tsɐu˨/tsaːu˨
僧,僧,tsɐŋ˥
憎,憎,tsɐŋ˥
曾,曾,tsɐŋ˥,"",（姓）
箏,筝,tsɐŋ˥
增,增,tsɐŋ˥
崢,峥,tsɐŋ˥
錚,铮,tsɐŋ˥
掙,挣,tsɐŋ˥,掙扎,用力支撐或儘力擺脫
睜,睁,tsɐŋ˥
爭,争,tsɐŋ˥
猙,狰,tsɐŋ˥
琤,琤,tsɐŋ˥
贈,赠,tsɐŋ˨
甑,甑,tsɐŋ˨
栽,栽,tsɔːi˥
哉,哉,tsɔːi˥
災,灾,tsɔːi˥
再,再,tsɔːi˧
載,载,tsɔːi˧,載貨，載客，承載，運載，搭載，下載，登載，過載，記載，刊載，轉載，連載，記載，刊載，轉載，連載，載歌載舞，滿載而歸，怨聲載道,裝運，用交通工具裝東西
載,载,tsɔːi˧˥,千載難逢，三年五載，一年半載,年
宰,宰,tsɔːi˧˥
崽,崽,tsɔːi˧˥
在,在,tsɔːi˨
作,作,tsɔːk˧
昨,昨,tsɔːk˧/tsɔːk˨
鑿,凿,tsɔːk˨
擢,擢,tsɔːk˨
酢,酢,tsɔːk˨,"",客人向主人敬酒
濯,濯,tsɔːk˨
柞,柞,tsɔːk˨,柞樹，柞櫟，柞蠶,一種落葉喬木
樁,桩,tsɔːŋ˥
妝,妆,tsɔːŋ˥
莊,庄,tsɔːŋ˥
裝,装,tsɔːŋ˥
髒,脏,tsɔːŋ˥
贓,赃,tsɔːŋ˥
壯,壮,tsɔːŋ˧
葬,葬,tsɔːŋ˧
戇,戆,tsɔːŋ˧/ŋɔːŋ˨
駔,驵,tsɔːŋ˧˥,駔儈,買賣馬的經紀人
奘,奘,tsɔːŋ˨
藏,藏,tsɔːŋ˨,藏人，西藏，寶藏,指西藏
狀,状,tsɔːŋ˨
撞,撞,tsɔːŋ˨
臟,脏,tsɔːŋ˨
僮,僮,tsɔːŋ˨,僮族,（中國少數民族）指壯族
佐,佐,tsɔː˧
詛,诅,tsɔː˧/tsɔː˧˥
左,左,tsɔː˧˥
阻,阻,tsɔː˧˥
俎,俎,tsɔː˧˥
坐,坐,tsɔː˨
座,座,tsɔː˨
助,助,tsɔː˨
唑,唑,tsɔː˨
隻,只,tsɛːk˧
跖,跖,tsɛːk˧
井,井,tsɛːŋ˧˥/tsɪŋ˧˥
鄭,郑,tsɛːŋ˨/tsɪŋ˨
遮,遮,tsɛː˥
嗟,嗟,tsɛː˥
蔗,蔗,tsɛː˧
借,借,tsɛː˧,借錢，借書,暫時用別人的財物
柘,柘,tsɛː˧
鷓,鹧,tsɛː˧
藉,借,tsɛː˧/tsɪk˨,藉口，藉故，藉機，藉助，藉詞，藉著，藉以，藉端，憑藉，藉著權勢,假託，假借，依賴，依靠
者,者,tsɛː˧˥
姐,姐,tsɛː˧˥
謝,谢,tsɛː˨
榭,榭,tsɛː˨
這,这,tsɛː˩˧/tsɛː˧
職,职,tsɪk˥
稷,稷,tsɪk˥
鯽,鲫,tsɪk˥
即,即,tsɪk˥
積,积,tsɪk˥
織,织,tsɪk˥
跡,迹,tsɪk˥,"","",蹟
績,绩,tsɪk˥
陟,陟,tsɪk˥
漬,渍,tsɪk˥/tsiː˧
磧,碛,tsɪk˥/tsʰɪk˥
瘠,瘠,tsɪk˧
蹠,蹠,tsɪk˧
炙,炙,tsɪk˧/tsɛːk˧
脊,脊,tsɪk˧/tsɛːk˧
直,直,tsɪk˨
藉,藉,tsɪk˨,狼藉，草藉，枕藉，慰藉，蘊藉，杯盤狼藉,墊，襯；墊在下面的東西；凌亂，雜亂的樣子；（書）踐踏，凌辱，侮辱
值,值,tsɪk˨
席,席,tsɪk˨
植,植,tsɪk˨
殖,殖,tsɪk˨
籍,籍,tsɪk˨
寂,寂,tsɪk˨
矽,矽,tsɪk˨
汐,汐,tsɪk˨
夕,夕,tsɪk˨
埴,埴,tsɪk˨
褯,褯,tsɪk˨
蓆,蓆,tsɪk˨/tsɛːk˨
借,借,tsɪk˨/tsɛː˧,借口,假托，利用
征,征,tsɪŋ˥
怔,怔,tsɪŋ˥
徵,征,tsɪŋ˥
正,正,tsɪŋ˥,正月，新正,農曆每年的第一月
旌,旌,tsɪŋ˥
晶,晶,tsɪŋ˥
精,精,tsɪŋ˥
禎,祯,tsɪŋ˥
鉦,钲,tsɪŋ˥
貞,贞,tsɪŋ˥
菁,菁,tsɪŋ˥
偵,侦,tsɪŋ˥
蒸,蒸,tsɪŋ˥
睛,睛,tsɪŋ˥
烝,烝,tsɪŋ˥
癥,症,tsɪŋ˥
箐,箐,tsɪŋ˥
楨,桢,tsɪŋ˥
症,症,tsɪŋ˧
證,证,tsɪŋ˧,"","",証
正,正,tsɪŋ˧,正式，正常，正當，正經，正面，正義，正門，正好，正派，修正，改正，糾正，端正，公正，純正，方正,不偏斜的，不歪斜的，符合規範的，符合標準方向的
政,政,tsɪŋ˧
幀,帧,tsɪŋ˧
整,整,tsɪŋ˧˥
靖,靖,tsɪŋ˨
靜,静,tsɪŋ˨
淨,净,tsɪŋ˨
靚,靓,tsɪŋ˨,靚衣，靚妝,妝飾或打扮艷麗、美好
婧,婧,tsɪŋ˨
阱,阱,tsɪŋ˨/tsɛːŋ˨
臻,臻,tsɵn˥
諄,谆,tsɵn˥
津,津,tsɵn˥
榛,榛,tsɵn˥
樽,樽,tsɵn˥
蓁,蓁,tsɵn˥
肫,肫,tsɵn˥
遵,遵,tsɵn˥/tsyːn˥
進,进,tsɵn˧
俊,俊,tsɵn˧
晉,晋,tsɵn˧
駿,骏,tsɵn˧
竣,竣,tsɵn˧
縉,缙,tsɵn˧,"","",搢
峻,峻,tsɵn˧
浚,浚,tsɵn˧,浚河，浚渠，浚井，疏浚,疏通，挖深,濬
畯,畯,tsɵn˧
焌,焌,tsɵn˧,"",用火來燒東西
雋,隽,tsɵn˧,雋才,傑出，出眾，英俊，才能過人
準,准,tsɵn˧˥
儘,尽,tsɵn˧˥
准,准,tsɵn˧˥
隼,隼,tsɵn˧˥
藎,荩,tsɵn˧˥
盡,尽,tsɵn˨
燼,烬,tsɵn˨
黜,黜,tsɵt˥
怵,怵,tsɵt˥
卒,卒,tsɵt˥
狙,狙,tsɵy˥
椎,椎,tsɵy˥
錐,锥,tsɵy˥
追,追,tsɵy˥
疽,疽,tsɵy˥
蛆,蛆,tsɵy˥/tsʰɵy˥
醉,醉,tsɵy˧
惴,惴,tsɵy˧
贅,赘,tsɵy˧
最,最,tsɵy˧
綴,缀,tsɵy˧/tsɵy˨
咀,咀,tsɵy˧˥
齟,龃,tsɵy˧˥
沮,沮,tsɵy˧˥
嘴,嘴,tsɵy˧˥
罪,罪,tsɵy˨
序,序,tsɵy˨
嶼,屿,tsɵy˨,島嶼,小島
墜,坠,tsɵy˨
敘,叙,tsɵy˨
聚,聚,tsɵy˨
漵,溆,tsɵy˨
足,足,tsʊk˥
竹,竹,tsʊk˥
祝,祝,tsʊk˥
粥,粥,tsʊk˥
捉,捉,tsʊk˥
矚,瞩,tsʊk˥
燭,烛,tsʊk˥
囑,嘱,tsʊk˥
竺,竺,tsʊk˥
築,筑,tsʊk˥
瘃,瘃,tsʊk˥/tsʊk˨
觸,触,tsʊk˥/tsʰʊk˥
鐲,镯,tsʊk˨
族,族,tsʊk˨
逐,逐,tsʊk˨
濁,浊,tsʊk˨
軸,轴,tsʊk˨
續,续,tsʊk˨
妯,妯,tsʊk˨
俗,俗,tsʊk˨
躅,躅,tsʊk˨
鏃,镞,tsʊk˨,箭鏃,箭頭
舳,舳,tsʊk˨
中,中,tsʊŋ˥,中間，中心，中途，中等，中級，中央，中樞，中文，中醫，中外，中原，中學，中庸，中部，中立，中介，中秋，中斷，中止，中用，中看，中聽，心中，山中，空中，其中，當中，適中，集中，意中人，眼中釘，肉中刺，心目中，進行中，調查中，急中生智，雪中送炭,與四周圍距離相等，裡面，之間；適於，合於
終,终,tsʊŋ˥
縱,纵,tsʊŋ˥,縱線，縱橫，縱隊，縱貫，縱剖面,直
盅,盅,tsʊŋ˥
宗,宗,tsʊŋ˥
棕,棕,tsʊŋ˥
鍾,钟,tsʊŋ˥
忠,忠,tsʊŋ˥
鬃,鬃,tsʊŋ˥
螽,螽,tsʊŋ˥
蹤,踪,tsʊŋ˥
鐘,钟,tsʊŋ˥
樅,枞,tsʊŋ˥,樅陽,（地名）
舂,舂,tsʊŋ˥
忪,忪,tsʊŋ˥,怔忪，心忪,心跳，驚懼
綜,综,tsʊŋ˥/tsʊŋ˧
縱,纵,tsʊŋ˧,縱情，縱容，縱火，縱然，放縱，縱身一跳，縱虎歸山，欲擒故縱,釋放，放肆；即使
中,中,tsʊŋ˧,中的，中獎，中彩，中選，中意，中肯，中計，中風，中毒，中暑，中槍，中彈，中傷，中伏，中箭，中標，中邪，打中，擊中，考中，猜中，看中，說中，命中，射中，中詭計，中規中矩，一語中的，正中下懷，百發百中，言必有中,射中目標，遭受
種,种,tsʊŋ˧,種植，種田，種樹，種花，種菜，接種，種牛痘，種麥子，種棉花,（動詞）種植；接種疫苗
眾,众,tsʊŋ˧,"","",衆
粽,粽,tsʊŋ˧/tsʊŋ˧˥,"","",糉
種,种,tsʊŋ˧˥,種子，種類，品種，物種，各種，絕種,（名詞）種子，類別
腫,肿,tsʊŋ˧˥
總,总,tsʊŋ˧˥
踵,踵,tsʊŋ˧˥/tʊŋ˧˥
重,重,tsʊŋ˨,重要，重大，重任，重視，重點，重心，重用，重責，重鎮，嚴重，慎重，鄭重，莊重，尊重，敬重，器重，看重，側重，穩重，保重，自重，珍重，重於泰山，重男輕女，任重道遠，語重心長，德高望重,要緊的，意義大的；尊敬；不輕率
訟,讼,tsʊŋ˨
誦,诵,tsʊŋ˨
頌,颂,tsʊŋ˨
仲,仲,tsʊŋ˨
從,从,tsʊŋ˨/tsʰʊŋ˨˩,從犯，從吏，隨從，侍從，僕從，主從，從兄，從叔，主從關係,跟隨的人，僕役；附和的，附加的；親族同祖的
猜,猜,tsʰaːi˥
釵,钗,tsʰaːi˥
差,差,tsʰaːi˥,差遣，差役，差使，差事，兼差，出差，郵差，當差,派遣去作事
揣,揣,tsʰaːi˥,揣手，揣在懷裡，揣在兜裡,藏在衣服裡
搋,搋,tsʰaːi˥
蠆,虿,tsʰaːi˧
嘬,嘬,tsʰaːi˧/tsʰɵy˧
踩,踩,tsʰaːi˧˥
踹,踹,tsʰaːi˧˥
柴,柴,tsʰaːi˨˩
豺,豺,tsʰaːi˨˩
儕,侪,tsʰaːi˨˩
咤,咤,tsʰaːk˥/tsaː˧,咤怒，叱咤,怒吼,吒
拆,拆,tsʰaːk˧
冊,册,tsʰaːk˧
策,策,tsʰaːk˧
柵,栅,tsʰaːk˧
鰂,鲗,tsʰaːk˨
賊,贼,tsʰaːk˨
攙,搀,tsʰaːm˥
參,参,tsʰaːm˥,參加，參與，參見，參考，參閱，參觀，參軍，參賽,加入
摻,掺,tsʰaːm˥
懺,忏,tsʰaːm˧
杉,杉,tsʰaːm˧
慘,惨,tsʰaːm˧˥
慚,惭,tsʰaːm˨˩
讒,谗,tsʰaːm˨˩
饞,馋,tsʰaːm˨˩
蠶,蚕,tsʰaːm˨˩
餐,餐,tsʰaːn˥
燦,灿,tsʰaːn˧
璨,璨,tsʰaːn˧
粲,粲,tsʰaːn˧
羼,羼,tsʰaːn˧
產,产,tsʰaːn˧˥
鏟,铲,tsʰaːn˧˥
殘,残,tsʰaːn˨˩
插,插,tsʰaːp˧
鍤,锸,tsʰaːp˧
刷,刷,tsʰaːt˧
獺,獭,tsʰaːt˧
擦,擦,tsʰaːt˧
察,察,tsʰaːt˧
唰,唰,tsʰaːt˧
礤,礤,tsʰaːt˧
檫,檫,tsʰaːt˧
抄,抄,tsʰaːu˥
鈔,钞,tsʰaːu˥
肏,肏,tsʰaːu˧,"","",操
吵,吵,tsʰaːu˧˥
炒,炒,tsʰaːu˧˥
巢,巢,tsʰaːu˨˩
撐,撑,tsʰaːŋ˥
瞠,瞠,tsʰaːŋ˥
鋥,锃,tsʰaːŋ˨
橙,橙,tsʰaːŋ˨˩/tsʰaːŋ˧˥
差,差,tsʰaː˥,差別，差異，差錯，差距，差勁，差點，偏差，時差，很差，差不多，差一點,不同，不同點，錯誤，缺，不好，不相合
叉,叉,tsʰaː˥
杈,杈,tsʰaː˥,"",一種叉形農具，用以堆柴草
蹅,蹅,tsʰaː˥
岔,岔,tsʰaː˧
杈,杈,tsʰaː˧
詫,诧,tsʰaː˧
衩,衩,tsʰaː˧
姹,姹,tsʰaː˧,"","",奼
杈,杈,tsʰaː˧,杈子，樹杈,植物的分枝
汊,汊,tsʰaː˧
鑔,镲,tsʰaː˧˥
碴,碴,tsʰaː˨˩
茬,茬,tsʰaː˨˩
查,查,tsʰaː˨˩,查看，檢查,察看，核對
茶,茶,tsʰaː˨˩
搽,搽,tsʰaː˨˩
槎,槎,tsʰaː˨˩
垞,垞,tsʰaː˨˩
籤,签,tsʰiːm˥,"","",簽
纖,纤,tsʰiːm˥
殲,歼,tsʰiːm˥
簽,签,tsʰiːm˥
薟,莶,tsʰiːm˥
塹,堑,tsʰiːm˧
僭,僭,tsʰiːm˧
暹,暹,tsʰiːm˧/tsʰiːm˥
諂,谄,tsʰiːm˧˥
潛,潜,tsʰiːm˨˩
千,千,tsʰiːn˥
遷,迁,tsʰiːn˥
仟,仟,tsʰiːn˥
韆,千,tsʰiːn˥
阡,阡,tsʰiːn˥
芊,芊,tsʰiːn˥
淺,浅,tsʰiːn˧˥
前,前,tsʰiːn˨˩
纏,缠,tsʰiːn˨˩
錢,钱,tsʰiːn˨˩
踐,践,tsʰiːn˩˧/tsiːn˨
妾,妾,tsʰiːp˧
設,设,tsʰiːt˧
切,切,tsʰiːt˧,切割，切菜，切開，切斷，切入，切磋，切面，切實，切題，切記，切齒，親切，密切，貼切，迫切，急切，懇切，心切，切身，不切實際,用刀把東西切斷；貼近，密合，符合，急迫，務必，一定
徹,彻,tsʰiːt˧
轍,辙,tsʰiːt˧
澈,澈,tsʰiːt˧
撤,撤,tsʰiːt˧
掣,掣,tsʰiːt˧,掣籤，掣劍,抽，拔
超,超,tsʰiːu˥
釗,钊,tsʰiːu˥
昭,昭,tsʰiːu˥
鍬,锹,tsʰiːu˥
峭,峭,tsʰiːu˧
俏,俏,tsʰiːu˧
鞘,鞘,tsʰiːu˧
肖,肖,tsʰiːu˧
誚,诮,tsʰiːu˧
悄,悄,tsʰiːu˧˥,悄沒聲，悄然
悄,悄,tsʰiːu˧˥/tsʰiːu˥,悄悄，靜悄悄，悄悄地走了
朝,朝,tsʰiːu˨˩,朝向，朝天，朝陽，王朝，朝廷,向，面對著
潮,潮,tsʰiːu˨˩
瞧,瞧,tsʰiːu˨˩
憔,憔,tsʰiːu˨˩
樵,樵,tsʰiːu˨˩
雌,雌,tsʰiː˥
鴟,鸱,tsʰiː˥
笞,笞,tsʰiː˥
蚩,蚩,tsʰiː˥
螭,螭,tsʰiː˥
眵,眵,tsʰiː˥
哧,哧,tsʰiː˥
差,差,tsʰiː˥,差等，參差，參差不齊,長短不齊
癡,痴,tsʰiː˥
嗤,嗤,tsʰiː˥
疵,疵,tsʰiː˥
魑,魑,tsʰiː˥
跐,跐,tsʰiː˥,跐溜,腳下滑動
次,次,tsʰiː˧
賜,赐,tsʰiː˧
幟,帜,tsʰiː˧
刺,刺,tsʰiː˧
熾,炽,tsʰiː˧
廁,厕,tsʰiː˧
翅,翅,tsʰiː˧
矢,矢,tsʰiː˧˥
恥,耻,tsʰiː˧˥
齒,齿,tsʰiː˧˥
始,始,tsʰiː˧˥
此,此,tsʰiː˧˥
侈,侈,tsʰiː˧˥
褫,褫,tsʰiː˧˥
豕,豕,tsʰiː˧˥
跐,跐,tsʰiː˧˥,"",踏，踐踏，踩
玼,玼,tsʰiː˧˥
泚,泚,tsʰiː˧˥
瓷,瓷,tsʰiː˨˩
祠,祠,tsʰiː˨˩
篪,篪,tsʰiː˨˩
馳,驰,tsʰiː˨˩
慈,慈,tsʰiː˨˩
詞,词,tsʰiː˨˩
磁,磁,tsʰiː˨˩
辭,辞,tsʰiː˨˩
池,池,tsʰiː˨˩
墀,墀,tsʰiː˨˩
弛,弛,tsʰiː˨˩
糍,糍,tsʰiː˨˩
持,持,tsʰiː˨˩
匙,匙,tsʰiː˨˩,湯匙，羹匙，茶匙，藥匙,勺子
遲,迟,tsʰiː˨˩
臍,脐,tsʰiː˨˩
茌,茌,tsʰiː˨˩
踟,踟,tsʰiː˨˩
茨,茨,tsʰiː˨˩
茲,兹,tsʰiː˨˩,龜茲,（古）國名
鶿,鹚,tsʰiː˨˩,"","",鷀
恃,恃,tsʰiː˩˧
柿,柿,tsʰiː˩˧
似,似,tsʰiː˩˧
姒,姒,tsʰiː˩˧
操,操,tsʰou˥,操作，體操,拿，掌握，鍛煉，從事
粗,粗,tsʰou˥
措,措,tsʰou˧
糙,糙,tsʰou˧
醋,醋,tsʰou˧
躁,躁,tsʰou˧
燥,燥,tsʰou˧
噪,噪,tsʰou˧
造,造,tsʰou˧,造詣，造就，造訪，造次，深造，登峰造極,成就，培養，到，去，達到，前往
酢,酢,tsʰou˧,酬酢,醋
操,操,tsʰou˧/tsʰou˥,操行，操守，貞操，節操,品行，行為，德行，品格
草,草,tsʰou˧˥
曹,曹,tsʰou˨˩
嘈,嘈,tsʰou˨˩
漕,漕,tsʰou˨˩
槽,槽,tsʰou˨˩
螬,螬,tsʰou˨˩
穿,穿,tsʰyːn˥
汆,汆,tsʰyːn˥
川,川,tsʰyːn˥
躥,蹿,tsʰyːn˥
村,村,tsʰyːn˥,"","",邨
吋,吋,tsʰyːn˧
爨,爨,tsʰyːn˧
寸,寸,tsʰyːn˧
串,串,tsʰyːn˧
竄,窜,tsʰyːn˧
忖,忖,tsʰyːn˧˥
喘,喘,tsʰyːn˧˥
舛,舛,tsʰyːn˧˥
攛,撺,tsʰyːn˧˥/tsʰyːn˧
泉,泉,tsʰyːn˨˩
詮,诠,tsʰyːn˨˩
存,存,tsʰyːn˨˩
銓,铨,tsʰyːn˨˩
傳,传,tsʰyːn˨˩,傳統，傳授，傳奇，傳說，傳承，傳播，傳染，傳話，傳喚，傳神，傳熱，傳情，相傳，據傳，遺傳，宣傳,轉授，遞送，散佈，表達
痊,痊,tsʰyːn˨˩
全,全,tsʰyːn˨˩
醛,醛,tsʰyːn˨˩
荃,荃,tsʰyːn˨˩
輇,辁,tsʰyːn˨˩
筌,筌,tsʰyːn˨˩
椽,椽,tsʰyːn˨˩
佺,佺,tsʰyːn˨˩
猝,猝,tsʰyːt˧
撮,撮,tsʰyːt˧
踅,踅,tsʰyːt˧
躇,躇,tsʰyː˥
處,处,tsʰyː˧,處所，處長，好處，遠處，到處,（名詞）地方
杵,杵,tsʰyː˧˥
貯,贮,tsʰyː˧˥
褚,褚,tsʰyː˧˥,"",（姓）
蹰,蹰,tsʰyː˨˩
櫥,橱,tsʰyː˨˩
廚,厨,tsʰyː˨˩/tsʰɵy˨˩
署,署,tsʰyː˩˧
儲,储,tsʰyː˩˧
苧,苎,tsʰyː˩˧
柱,柱,tsʰyː˩˧
曙,曙,tsʰyː˩˧
處,处,tsʰyː˩˧,處理，處罰，處事，懲處，相處,（動詞）
佇,伫,tsʰyː˩˧
褚,褚,tsʰyː˩˧,褚衣,絲綿，棉衣
杼,杼,tsʰyː˩˧
卓,卓,tsʰœːk˧
戳,戳,tsʰœːk˧
綽,绰,tsʰœːk˧
辵,辵,tsʰœːk˧
焯,焯,tsʰœːk˧,焯菠菜,在開水中略煮一下
倬,倬,tsʰœːk˧
桌,桌,tsʰœːk˧/tsœːk˧
槍,枪,tsʰœːŋ˥,"","",鎗
鯧,鲳,tsʰœːŋ˥
嗆,呛,tsʰœːŋ˥,嗆水，嗆著，夠嗆,食物進入氣管而引起咳嗽
昌,昌,tsʰœːŋ˥
窗,窗,tsʰœːŋ˥
戧,戗,tsʰœːŋ˥,戧風，說戧了，說話戧人,逆，不順，方向相對；決裂，言語衝突
猖,猖,tsʰœːŋ˥
菖,菖,tsʰœːŋ˥
鏘,锵,tsʰœːŋ˥
搶,抢,tsʰœːŋ˥,搶風，搶眼，呼天搶地,觸，撞，觸碰，碰撞
倀,伥,tsʰœːŋ˥
娼,娼,tsʰœːŋ˥
唱,唱,tsʰœːŋ˧
戧,戗,tsʰœːŋ˧,戧住，戧麵，夠戧，戧不住,支撐，支持，承受；填
悵,怅,tsʰœːŋ˧
倡,倡,tsʰœːŋ˧
