隘	隘	aai³			
蠡	蠡	lai⁴/lai⁵			
禮	礼	lai⁵			
鱧	鳢	lai⁵			
醴	醴	lai⁵			
澧	澧	lai⁵			
勵	励	lai⁶			
麗	丽	lai⁶			
蠣	蛎	lai⁶			
厲	厉	lai⁶			
例	例	lai⁶			
礪	砺	lai⁶			
荔	荔	lai⁶			
儷	俪	lai⁶			
癘	疠	lai⁶			
鰳	鳓	lak⁶/laak⁶			
林	林	lam⁴			
啉	啉	lam⁴			
淋	淋	lam⁴			
琳	琳	lam⁴			
霖	霖	lam⁴			
臨	临	lam⁴			
凜	凛	lam⁵			
懍	懔	lam⁵			
笠	笠	lap¹			
甩	甩	lat¹			
摟	搂	lau²			
嘍	喽	lau¹			
瀏	浏	lau⁴			
榴	榴	lau⁴			
婁	娄	lau⁴			
流	流	lau⁴			
琉	琉	lau⁴			
劉	刘	lau⁴			
螻	螻	lau⁴			
樓	楼	lau⁴			
硫	硫	lau⁴			
僂	偻	lau⁴			
髏	髅	lau⁴			
瘤	瘤	lau⁴			
留	留	lau⁴			
騮	骝	lau⁴			
鎏	鎏	lau⁴			
鶹	鹠	lau⁴			
簍	篓	lau⁵			
柳	柳	lau⁵			
綹	绺	lau⁵			
蹓	蹓	lau⁶			
陋	陋	lau⁶			
漏	漏	lau⁶			
溜	溜	lau⁶	溜冰，溜達，溜走，溜圓，溜光，溜槽，溜狗，滑溜，水溜，大溜，簷溜，溜滑梯，溜冰場，溜旱冰，光溜溜，圓溜溜，酸溜溜，烏溜溜，順口溜，一溜煙，隨大溜，溜鬚拍馬	滑行，平滑，無阻礙；急流，房簷滴下的水；（量詞）條，排	
餾	馏	lau⁶			
遛	遛	lau⁶			
鏤	镂	lau⁶			
喇	喇	la³	喇叭	一種管樂器	
罅	罅	la³			
啦	啦	la¹			
喇	喇	la¹	喇嘛	藏傳佛教的僧侶	
拉	拉	la¹	拉話，拉閒，拉家常，拉呱兒，拉舌頭	閒談	
璃	璃	lei¹	玻璃		
喱	喱	lei¹			
縭	缡	lei⁴			
璃	璃	lei⁴	琉璃		
罹	罹	lei⁴			
狸	狸	lei⁴			貍
梨	梨	lei⁴			
蜊	蜊	lei⁴			
漓	漓	lei⁴			
鱺	鲡	lei⁴			
離	离	lei⁴			
釐	厘	lei⁴			
籬	篱	lei⁴			
驪	骊	lei⁴			
瓈	瓈	lei⁴			
琍	琍	lei⁴			
鸝	鹂	lei⁴			
俚	俚	lei⁵			
履	履	lei⁵			
李	李	lei⁵			
里	里	lei⁵			
鯉	鲤	lei⁵			
鋰	锂	lei⁵			
邐	逦	lei⁵			
理	理	lei⁵			
娌	娌	lei⁵			
哩	哩	lei⁵		英美制長度單位	
利	利	lei⁶			
吏	吏	lei⁶			
莉	莉	lei⁶			
蒞	莅	lei⁶			
俐	俐	lei⁶			
痢	痢	lei⁶			
猁	猁	lei⁶			
詈	詈	lei⁶			
靚	靓	leng³	靚仔，靚女	（方言）漂亮，好看	
略	略	leuk⁶			畧
掠	掠	leuk⁶			
兩	两	leung²	銀兩，斤兩，半斤八兩	（重量單位）	両
梁	梁	leung⁴			樑
涼	凉	leung⁴			
量	量	leung⁴	量杯，量地，考量，商量，測量，估量，衡量，端量，思量，量血壓，量溫度	（動詞）估計，考慮；用器具確定物體的性質	
糧	粮	leung⁴			
粱	粱	leung⁴			
良	良	leung⁴			
莨	莨	leung⁴	莨綢，薯莨	指薯莨	
魎	魉	leung⁵			
倆	俩	leung⁵			
兩	两	leung⁵	兩邊，兩手，兩極，兩棲	（數目字）	
諒	谅	leung⁶			
踉	踉	leung⁶			
輛	辆	leung⁶			
量	量	leung⁶	量詞，數量，力量，質量，容量，含量，重量，氣量，膽量，量力而為，量入為出，不自量力	（名詞）數量；容納或禁受的限度；估計	
亮	亮	leung⁶			
悢	悢	leung⁶			
咧	咧	le²	咧嘴，咧著嘴笑	嘴巴斜著張開	
咧	咧	le¹		（助詞）了，啦	
哩	哩	le¹		（助詞）呢	
靂	雳	lik¹			
礫	砾	lik¹			
櫪	枥	lik¹			
櫟	栎	lik¹	櫟樹	一種落葉喬木	
瀝	沥	lik¹/lik⁶			
力	力	lik⁶			
歷	历	lik⁶			
曆	历	lik⁶			
酈	郦	lik⁶			
令	令	lim¹	一令紙	（量詞）	
簾	帘	lim⁴			
帘	帘	lim⁴			
鐮	镰	lim⁴			
廉	廉	lim⁴			
蠊	蠊	lim⁴			
燫	燫	lim⁴			
臉	脸	lim⁵			
殮	殓	lim⁵			
蘞	蔹	lim⁵			
斂	敛	lim⁶			
襝	裣	lim⁶			斂
瀲	潋	lim⁶			
綾	绫	ling⁴			
稜	棱	ling⁴			
羚	羚	ling⁴			
苓	苓	ling⁴			
呤	呤	ling⁴			
櫺	櫺	ling⁴			
翎	翎	ling⁴			
菱	菱	ling⁴			
零	零	ling⁴			
鈴	铃	ling⁴			
靈	灵	ling⁴			
鯪	鲮	ling⁴			
玲	玲	ling⁴			
囹	囹	ling⁴			
凌	凌	ling⁴			
齡	龄	ling⁴			
聆	聆	ling⁴			
陵	陵	ling⁴			
令	令	ling⁴	令狐	（複姓）	
伶	伶	ling⁴			
蛉	蛉	ling⁴			
崚	崚	ling⁴			
領	领	ling⁵/leng⁵			
嶺	岭	ling⁵/leng⁵			
令	令	ling⁶	命令，口令	使，使得；上級的指示；季節	
另	另	ling⁶			
愣	愣	ling⁶			楞
鏈	链	lin⁴			
連	连	lin⁴			
蓮	莲	lin⁴			
漣	涟	lin⁴			
憐	怜	lin⁴			
鰱	鲢	lin⁴			
輦	辇	lin⁵			
攆	撵	lin⁵			
煉	炼	lin⁶			鍊
練	练	lin⁶			
獵	猎	lip⁶			
鬣	鬣	lip⁶			
裂	裂	lit⁶			
烈	烈	lit⁶			
列	列	lit⁶			
捩	捩	lit⁶			
冽	冽	lit⁶			
鴷	䴕	lit⁶			
撩	撩	liu¹	撩開，撩起，撩水，撩起來，撩裙子，撩起門簾，撩上點水	提，掀起；用手灑水	
溜	溜	liu¹	溜走，溜開，偷溜，溜課，溜工，溜掉，開溜，溜回家，溜之大吉	偷偷地走開	
撂	撂	liu¹			
嘹	嘹	liu⁴			
繚	缭	liu⁴			
遼	辽	liu⁴			
僚	僚	liu⁴			
鐐	镣	liu⁴			
獠	獠	liu⁴			
寮	寮	liu⁴			
瞭	了	liu⁴	明瞭，瞭如指掌	明白，清楚	
瞭	瞭	liu⁴	瞭望，瞭望台	遠遠地望，從高處遠望	
燎	燎	liu⁴			
撩	撩	liu⁴	撩撥，撩惹，撩人，撩逗，撩動，花香撩人	挑弄，招惹，引逗，挑逗	
療	疗	liu⁴			
聊	聊	liu⁴			
寥	寥	liu⁴			
瞭	了	liu⁵	瞭解，一目瞭然		
釕	钌	liu⁵	釕銱兒	扣住門窗等的鐵片	
蓼	蓼	liu⁵		一種植物	
了	了	liu⁵	了得，了斷，了結，了賬，了卻，走了，終了，未了，聰了，了了，了不起，了不得，看完了，說過了，做好了，辦得了，做得了，受不了，動不了，來不了，了卻心願，了無新意，了無生趣，一了百了，不了了之，沒完沒了	結束，完全，全然；（動詞後）可能；（語助詞）表示動作已完成	
潦	潦	liu⁵/liu²			
料	料	liu⁶			
廖	廖	liu⁶			
尥	尥	liu⁶			
釕	钌	liu⁶		金屬元素，符號Ru	
哩	哩	li¹	哩哩啦啦	零零散散或斷斷續續的樣子	
裸	裸	loh²			
倮	倮	loh²			
囉	囉	loh¹			
咯	咯	loh¹	當然咯	（語氣助詞）	
旯	旯	loh¹/lok³			
玀	猡	loh⁴			
邏	逻	loh⁴			
羅	罗	loh⁴			
鑼	锣	loh⁴			
籮	箩	loh⁴			
蘿	萝	loh⁴			
螺	螺	loh⁴			
萊	莱	loi⁴			
來	来	loi⁴			
徠	徕	loi⁴			
淶	涞	loi⁴			
崍	崃	loi⁴			
睞	睐	loi⁶			
賚	赉	loi⁶			
耒	耒	loi⁶/lui⁶			
絡	络	lok³			
烙	烙	lok³			
鉻	铬	lok³			
餎	饹	lok³			
珞	珞	lok³			
酪	酪	lok³			
硌	硌	lok³		（名詞）山上的大石	
犖	犖	lok³			
洛	洛	lok³/lok⁶			
駱	骆	lok³/lok⁶			
樂	乐	lok⁶	樂趣，樂意，快樂，取樂	歡喜，快活	
落	落	lok⁶	落下，墜落		
咯	咯	lok⁶	吡咯	一種有機化合物	
郎	郎	long²	令郎，大郎	（舊）稱別人的兒子	
啷	啷	long¹			
狼	狼	long⁴			
瑯	琅	long⁴			
郎	郎	long⁴	郎君，郎中，新郎，情郎，牛郎，女郎，郎才女貌	稱年輕男子	
廊	廊	long⁴			
螂	螂	long⁴			
鋃	锒	long⁴			
榔	榔	long⁴			
莨	莨	long⁴	莨菪	一種多年生草本植物	
閬	阆	long⁴	閌閬，閬閬	高大，空曠	
朗	朗	long⁵			
㙟	㙟	long⁵			
晾	晾	long⁶			
浪	浪	long⁶			
蒗	蒗	long⁶			
閬	阆	long⁶	閬中，閬苑	（地名）	
佬	佬	lo²			
撈	捞	lo¹	撈錢，撈本，撈一把，撈油水，撈外快，撈資本，撈了一筆	用不正當的手段取得	
嚕	噜	lo¹			
臚	胪	lo⁴			
癆	痨	lo⁴			
顱	颅	lo⁴			
盧	卢	lo⁴			
爐	炉	lo⁴			
廬	庐	lo⁴			
勞	劳	lo⁴	勞動，勞累，勞駕，功勞，疲勞，操勞，勤勞，不勞而獲，吃苦耐勞	辛勤，努力，勤苦做事	
牢	牢	lo⁴			
醪	醪	lo⁴			
蘆	芦	lo⁴			
轤	轳	lo⁴			
嘮	唠	lo⁴			
鱸	鲈	lo⁴			
瀘	泸	lo⁴			
櫨	栌	lo⁴			
鸕	鸬	lo⁴			
艫	舻	lo⁴			
老	老	lo⁵			
姥	姥	lo⁵			
擄	掳	lo⁵			
魯	鲁	lo⁵			
鹵	卤	lo⁵			
虜	虏	lo⁵			
滷	卤	lo⁵			鹵
櫓	橹	lo⁵			
擼	撸	lo⁵			
露	露	lo⁶			
璐	璐	lo⁶			
路	路	lo⁶			
澇	涝	lo⁶			
鷺	鹭	lo⁶			
勞	劳	lo⁶	勞軍，勞兵，犒勞，慰勞	慰問，慰勉辛苦或有功勞的人	
賂	赂	lo⁶			
輅	辂	lo⁶			
潞	潞	lo⁶			
嫪	嫪	lo⁶			
戀	恋	luen²			
臠	脔	luen²/luen⁴			
鸞	鸾	luen⁴			
巒	峦	luen⁴			
攣	挛	luen⁴			
孿	孪	luen⁴			
聯	联	luen⁴			
欒	栾	luen⁴			
灤	滦	luen⁴			
鑾	銮	luen⁴			
孌	娈	luen⁵			
亂	乱	luen⁶			
捋	捋	luet³			
埒	埒	luet³			
劣	劣	luet³/luet⁶			
鐳	镭	lui⁴			
驢	驴	lui⁴			
閭	闾	lui⁴			
擂	擂	lui⁴			
嫘	嫘	lui⁴			
櫚	榈	lui⁴			
雷	雷	lui⁴			
縲	缧	lui⁴			
纍	累	lui⁴			
羸	羸	lui⁴			
騾	骡	lui⁴/loh⁴			
褸	褛	lui⁵			
鋁	铝	lui⁵			
縷	缕	lui⁵			
磊	磊	lui⁵			
膂	膂	lui⁵			
侶	侣	lui⁵			
旅	旅	lui⁵			
壘	垒	lui⁵			
呂	吕	lui⁵			
屢	屡	lui⁵			
累	累	lui⁵	累積，累累，累次，累進，累犯，累年，危如累卵，成千累萬，長年累月，日積月累，罪行累累	屢次，多次，接連；重叠，堆積，聚集	纍
裡	里	lui⁵			裏
儡	儡	lui⁵			
蕾	蕾	lui⁵/lui⁴			
濾	滤	lui⁶			
類	类	lui⁶			
淚	泪	lui⁶			
慮	虑	lui⁶			
累	累	lui⁶	累人，累及，累贅，勞累，受累，連累，牽累，拖累	疲勞，疲憊，疲乏；牽連，牽扯；麻煩，多餘	
漯	漯	lui⁶	漯河	（地名）	
戾	戾	lui⁶			
麓	麓	luk¹			
轆	辘	luk¹			
碌	碌	luk¹	碌碌，忙碌，庸碌，勞碌，一骨碌	繁忙，繁雜；平凡，沒有才能	
祿	禄	luk⁶			
戮	戮	luk⁶			
氯	氯	luk⁶			
六	六	luk⁶			
錄	录	luk⁶			
碌	碌	luk⁶	碌碡	一種石製的農具	
陸	陆	luk⁶			
綠	绿	luk⁶			
鹿	鹿	luk⁶			
漉	漉	luk⁶			
琭	琭	luk⁶			
蓼	蓼	luk⁶		形容植物長大的樣子	
逯	逯	luk⁶			
隆	隆	lung⁴			
龍	龙	lung⁴			
窿	窿	lung⁴			
籠	笼	lung⁴	籠子，鳥籠，蒸籠，燈籠	（名詞）指籠子	
嚨	咙	lung⁴			
聾	聋	lung⁴			
矓	眬	lung⁴			
朧	胧	lung⁴			
瓏	珑	lung⁴			
曨	昽	lung⁴			
蘢	茏	lung⁴			
礱	砻	lung⁴			
籠	笼	lung⁵	籠罩，籠統，籠絡	（動詞）指遮住，像籠子一樣罩住	
攏	拢	lung⁵			
壟	垄	lung⁵			
隴	陇	lung⁵			
弄	弄	lung⁶			
卵	卵	lun²			
麟	麟	lun⁴			
遴	遴	lun⁴			
磷	磷	lun⁴			
論	论	lun⁴	論語，論孟	《論語》的簡稱	
粼	粼	lun⁴			
嶙	嶙	lun⁴			
鱗	鳞	lun⁴			
倫	伦	lun⁴			
崙	仑	lun⁴			
掄	抡	lun⁴			
璘	璘	lun⁴			
淪	沦	lun⁴			
侖	仑	lun⁴			
圇	囵	lun⁴			
輪	轮	lun⁴			
鄰	邻	lun⁴			
綸	纶	lun⁴	滌綸，腈綸，垂綸	人工合成纖維	
論	论	lun⁶	論文，論點，討論，理論，言論，談論，評論，相對論，一概而論，無論如何，相提並論		
吝	吝	lun⁶			
躪	躏	lun⁶			
藺	蔺	lun⁶			
鷸	鹬	lut⁶		（俗）	
慄	栗	lut⁶			
傈	傈	lut⁶			
律	律	lut⁶			
率	率	lut⁶	比率，利率，效率，頻率，功率，稅率，速率，圓周率，百分率	一定的標準、準則或比例	
栗	栗	lut⁶			
篥	篥	lut⁶			
溧	溧	lut⁶			
埋	埋	maai⁴			
霾	霾	maai⁴/mai⁴			
蕒	荬	maai⁵			
買	买	maai⁵			
賣	卖	maai⁶			
邁	迈	maai⁶			
擘	擘	maak³			
繃	绷	maang¹	繃臉，繃勁，繃著臉，繃不住	板著，強忍住	綳
盲	盲	maang⁴			
錳	锰	maang⁵			
蜢	蜢	maang⁵			
猛	猛	maang⁵			
勐	勐	maang⁵			
孟	孟	maang⁶			
饅	馒	maan⁴			
蠻	蛮	maan⁴			
鰻	鳗	maan⁴			
謾	谩	maan⁴	欺謾	欺騙，蒙騙，蒙蔽	
蔓	蔓	maan⁴	蔓菁	蕪菁，一種草本植物	
晚	晚	maan⁵			
幔	幔	maan⁶			
萬	万	maan⁶			
曼	曼	maan⁶			
漫	漫	maan⁶			
慢	慢	maan⁶			
謾	谩	maan⁶	謾罵	輕慢，不禮貌，不尊重	
嫚	嫚	maan⁶			
鏝	镘	maan⁶			
蔓	蔓	maan⁶	蔓延，蔓草，蔓生，藤蔓，瓜蔓，順蔓摸瓜	植物細長能纏繞但不能直立的莖；滋生，擴展	
墁	墁	maan⁶			
縵	缦	maan⁶			
熳	熳	maan⁶			
貓	猫	maau¹			
矛	矛	maau⁴			
茅	茅	maau⁴			
卯	卯	maau⁵			
鉚	铆	maau⁵			
昴	昴	maau⁵			
袤	袤	maau⁶			
懋	懋	maau⁶			
貌	貌	maau⁶			
咪	咪	mai¹/mei¹			
謎	谜	mai⁴			
醚	醚	mai⁴			
瞇	眯	mai⁴			
迷	迷	mai⁴			
米	米	mai⁵			
脒	脒	mai⁵			
袂	袂	mai⁶			
麥	麦	mak⁶			
脈	脉	mak⁶			
陌	陌	mak⁶			
墨	墨	mak⁶			
万	万	mak⁶			
默	默	mak⁶			
驀	蓦	mak⁶			
貘	貘	mak⁶			獏
萌	萌	mang⁴			
盟	盟	mang⁴			
蚊	蚊	man¹			
文	文	man⁴			
民	民	man⁴			
聞	闻	man⁴			
氓	氓	man⁴	流氓	（俗）	
玟	玟	man⁴			
紋	纹	man⁴			
雯	雯	man⁴			
緡	缗	man⁴			
岷	岷	man⁴			
旻	旻	man⁴			
忞	忞	man⁴			
珉	珉	man⁴			
苠	苠	man⁴			
泯	泯	man⁵			冺
敏	敏	man⁵			
抿	抿	man⁵			
憫	悯	man⁵			
刎	刎	man⁵			
閩	闽	man⁵			
閔	闵	man⁵			
吻	吻	man⁵			
澠	渑	man⁵	澠池	（地名）	
鰵	鳘	man⁵			
黽	黾	man⁵			
愍	愍	man⁵			
湣	湣	man⁵			
脗	脗	man⁵			
慜	慜	man⁵			
紊	紊	man⁶			
汶	汶	man⁶			
問	问	man⁶			
嘧	嘧	mat⁶			
密	密	mat⁶			
勿	勿	mat⁶			
蜜	蜜	mat⁶			
物	物	mat⁶			
襪	袜	mat⁶			
謐	谧	mat⁶			
宓	宓	mat⁶	靜宓	寧靜，安靜	
哞	哞	mau¹			
謀	谋	mau⁴			
牟	牟	mau⁴			
眸	眸	mau⁴			
繆	缪	mau⁴			
鍪	鍪	mau⁴			
牡	牡	mau⁵			
某	某	mau⁵			
畝	亩	mau⁵			
貿	贸	mau⁶			
茂	茂	mau⁶			
謬	谬	mau⁶			
嘛	嘛	ma³	有意見就提嘛	（助詞）表示提醒、勸阻、顯而易見、道理明顯等語氣	
媽	妈	ma¹			
嬤	嬷	ma¹			
嗎	吗	ma¹	幹嗎，有嗎，要嗎，嗎玩意兒，要嗎有嗎	（方言）什麼	
嘛	嘛	ma¹	幹嘛，有嘛，要嘛，嘛玩意兒，要嘛有嘛	（方言）什麼	
嗎	吗	ma¹/ma³	好嗎，行嗎，可以嗎	（疑問助詞）	
嗎	吗	ma¹/ma⁵	嗎啡	一種鎮痛藥	
麻	麻	ma⁴			蔴
蟆	蟆	ma⁴			
嘛	嘛	ma⁴	喇嘛	（藏語）對僧人、法師等的尊稱	
痲	麻	ma⁴			
獁	犸	ma⁵			
馬	马	ma⁵			
碼	码	ma⁵			
瑪	玛	ma⁵			
螞	蚂	ma⁵			
罵	骂	ma⁶			
微	微	mei⁴			
楣	楣	mei⁴			
嵋	嵋	mei⁴			
靡	靡	mei⁴			
蘼	蘼	mei⁴			
眉	眉	mei⁴			
麋	麋	mei⁴			
薇	薇	mei⁴			
湄	湄	mei⁴			
糜	糜	mei⁴			
縻	縻	mei⁴			
獼	猕	mei⁴/nei⁴			
尾	尾	mei⁵			
鎂	镁	mei⁵			
美	美	mei⁵			
娓	娓	mei⁵			
媺	媺	mei⁵			
羋	羋	mei⁵			
魅	魅	mei⁶			
媚	媚	mei⁶			
寐	寐	mei⁶			
味	味	mei⁶			
未	未	mei⁶			
命	命	meng⁶		（口語）	
哶	哶	me¹			
乜	乜	me¹	乜斜	瞇著眼睛	
覓	觅	mik⁶			
冪	幂	mik⁶			
汨	汨	mik⁶			
鼏	鼏	mik⁶		鼎的蓋子	
名	名	ming⁴			
明	明	ming⁴			
冥	冥	ming⁴			
鳴	鸣	ming⁴			
洺	洺	ming⁴			
溟	溟	ming⁴			
螟	螟	ming⁴			
瞑	瞑	ming⁴/ming⁵			
暝	暝	ming⁴/ming⁶			
皿	皿	ming⁵			
酩	酩	ming⁵			
銘	铭	ming⁵/ming⁴			
茗	茗	ming⁵/ming⁴			
命	命	ming⁶	命運，生命		
眠	眠	min⁴			
棉	棉	min⁴			
綿	绵	min⁴			
緬	缅	min⁵			
靦	腼	min⁵			
免	免	min⁵			
娩	娩	min⁵			
冕	冕	min⁵			
勉	勉	min⁵			
眄	眄	min⁵			
面	面	min⁶			
麵	面	min⁶			麪
蔑	蔑	mit⁶			
篾	篾	mit⁶			
滅	灭	mit⁶			
衊	蔑	mit⁶			
蠛	蠛	mit⁶			
喵	喵	miu¹			
瞄	瞄	miu⁴			
苗	苗	miu⁴			
描	描	miu⁴			
杳	杳	miu⁵			
渺	渺	miu⁵			
緲	缈	miu⁵			
秒	秒	miu⁵			
藐	藐	miu⁵			
淼	淼	miu⁵			
眇	眇	miu⁵			
邈	邈	miu⁵/mok⁶			
廟	庙	miu⁶			
妙	妙	miu⁶			
摸	摸	moh²			
摩	摩	moh¹			
麼	么	moh¹			麽
魔	魔	moh¹			
磨	磨	moh⁴	磨刀，磨損，磨滅，磨難，磨光，磨功，磨墨，磨煩，磨牙，磨破，磨粉，磨細，磨練，折磨，研磨，窮磨，磨刀石，磨洋工，磨工夫，好事多磨，消磨間，百世不磨，磨成粉末，鐵杵磨成針	摩擦	
蘑	蘑	moh⁴			
饃	馍	moh⁴			
無	无	moh⁴	南無	（梵文音譯詞）	
磨	磨	moh⁴/moh⁶	磨子，磨叨，磨房，磨車，磨麵，石磨，電磨，推磨，磨豆腐，磨豆漿，磨麥子，磨過來，磨不過來，有錢能使鬼推磨	（名詞）碾碎穀物的器具；（動詞）用磨子碾平穀物	
剝	剥	mok¹			
漠	漠	mok⁶			
膜	膜	mok⁶	隔膜，耳膜，腦膜，網膜，黏膜	人、動物、植物等體內部的薄皮形組織	
幕	幕	mok⁶			
莫	莫	mok⁶			
寞	寞	mok⁶			
鏌	镆	mok⁶			
鋩	铓	mong⁴			
亡	亡	mong⁴			
氓	氓	mong⁴	流氓		
忙	忙	mong⁴			
芒	芒	mong⁴			
莽	莽	mong⁴			
茫	茫	mong⁴			
忘	忘	mong⁴			
虻	虻	mong⁴			
罔	罔	mong⁵			
妄	妄	mong⁵			
惘	惘	mong⁵			
蟒	蟒	mong⁵			
網	网	mong⁵			
魍	魍	mong⁵			
輞	辋	mong⁵			
望	望	mong⁶			
梅	梅	mooi⁴			
媒	媒	mooi⁴			
煤	煤	mooi⁴			
玫	玫	mooi⁴			
枚	枚	mooi⁴			
霉	霉	mooi⁴			黴
莓	莓	mooi⁴			
酶	酶	mooi⁴			
脢	脢	mooi⁴			
每	每	mooi⁵			
浼	浼	mooi⁵			
妹	妹	mooi⁶			
昧	昧	mooi⁶			
門	门	moon⁴			
們	们	moon⁴			
瞞	瞒	moon⁴			
捫	扪	moon⁴			
鞔	鞔	moon⁴	鞔鼓，鞔鞋	用皮革做鼓，鞋等	
顢	颟	moon⁴/moon¹			
滿	满	moon⁵			
蟎	螨	moon⁵			
悶	闷	moon⁶			
燜	焖	moon⁶			
沫	沫	moot³			
抹	抹	moot³/maat³			
末	末	moot⁶			
沒	没	moot⁶			
茉	茉	moot⁶			
靺	靺	moot⁶			
歿	殁	moot⁶			
模	模	mo⁴			
髦	髦	mo⁴			
摹	摹	mo⁴			
謨	谟	mo⁴			
膜	膜	mo⁴	膜拜	跪拜	
誣	诬	mo⁴			
毛	毛	mo⁴			
無	无	mo⁴	無法，無論，無疑，無辜，無聊，無奈，無限，無可奈何	沒有	
蕪	芜	mo⁴			
毋	毋	mo⁴			
巫	巫	mo⁴			
氂	牦	mo⁴/lei⁴			犛
姆	姆	mo⁵			
侮	侮	mo⁵			
武	武	mo⁵			
母	母	mo⁵			
鵡	鹉	mo⁵			
嫵	妩	mo⁵			
拇	拇	mo⁵			
舞	舞	mo⁵			
暮	暮	mo⁶			
瑁	瑁	mo⁶			
霧	雾	mo⁶			
帽	帽	mo⁶			
慕	慕	mo⁶			
募	募	mo⁶			
冒	冒	mo⁶			
騖	骛	mo⁶			
耄	耄	mo⁶			
務	务	mo⁶			
墓	墓	mo⁶			
鶩	鹜	mo⁶			
戊	戊	mo⁶			
婺	婺	mo⁶			
鉬	钼	muk⁶			
木	木	muk⁶			
牧	牧	muk⁶			
睦	睦	muk⁶			
沐	沐	muk⁶			
苜	苜	muk⁶			
目	目	muk⁶			
仫	仫	muk⁶			
穆	穆	muk⁶			
曚	曚	mung⁴			
矇	蒙	mung⁴			
朦	朦	mung⁴			
蒙	蒙	mung⁴			
濛	蒙	mung⁴			
檬	檬	mung⁴			
獴	獴	mung⁴			
蠓	蠓	mung⁵			
懵	懵	mung⁵/mung²			
夢	梦	mung⁶			
氖	氖	naai⁵			
乃	乃	naai⁵			迺
鼐	鼐	naai⁵		大鼎	
奶	奶	naai⁵			
南	南	naam⁴	南方，南邊，南面，南風，指南針	（方向）	
囡	囡	naam⁴			
喃	喃	naam⁴			
楠	楠	naam⁴			
男	男	naam⁴			
腩	腩	naam⁵			
難	难	naan⁴	難道，難題，艱難，困難	（形容詞）	
赧	赧	naan⁵			
難	难	naan⁶	難民，災難	（名詞）	
鈉	钠	naap⁶			
吶	呐	naap⁶			
納	纳	naap⁶			
衲	衲	naap⁶			
捺	捺	naat⁶			
孬	孬	naau¹			
橈	桡	naau⁴			
鐃	铙	naau⁴			
錨	锚	naau⁴			
撓	挠	naau⁴			
猱	猱	naau⁴	猱犬，蠼猱		
鬧	闹	naau⁶			
淖	淖	naau⁶			
泥	泥	nai⁴	泥土，泥巴，泥坑，泥濘，稀泥，水泥，污泥，爛泥，印泥，蒜泥，棗泥，肉泥，淤泥，土豆泥，泥牛入海，拖泥帶水	水和土合成的半固體；像泥的東西	
坭	坭	nai⁴			
呢	呢	nai⁴/nei⁴	呢子，呢料，呢絨，毛呢，厚呢，呢喃	一種毛織品	
稔	稔	nam⁵			
能	能	nang⁴			
粒	粒	nap¹/lap¹			
紐	纽	nau²			
朽	朽	nau²			
鈕	钮	nau²			
扭	扭	nau²			
妞	妞	nau²			
狃	狃	nau²			
糅	糅	nau⁶			
哪	哪	na¹	天哪	（語氣詞）表示驚訝或停頓	
哪	哪	na⁴	哪吒	（梵文音譯詞）	
娜	娜	na⁴	麗娜，安娜	（人名用字）	
拿	拿	na⁴			
南	南	na⁴	南無	（梵文音譯詞）	
那	那	na⁵	那裡，那個，那年，那時，那樣，那麼，那地方，那棵樹，那時候，那些人，那座樓，那會兒	（指定代名詞）	
哪	哪	na⁵	哪裡，哪兒，哪個，哪呢	（疑問詞）	
妮	妮	nei⁴			
怩	怩	nei⁴			
彌	弥	nei⁴			
鈮	铌	nei⁴			
尼	尼	nei⁴			
瀰	弥	nei⁴/mei⁴			
旎	旎	nei⁵			
您	您	nei⁵			
妳	你	nei⁵			
你	你	nei⁵			
餌	饵	nei⁶			
膩	腻	nei⁶			
泥	泥	nei⁶	泥古，泥牆，泥壁，拘泥，泥古不化	固執，拘束，死板，停留不前；塗抹，塗飾，用土、灰等塗抹牆壁或器物	
娘	娘	neung⁴			孃
呢	呢	ne¹	哪兒呢，怎麼辦呢	（助詞）表示疑問、確定、停頓、動作正在繼續等	
乜	乜	ne⁶		（姓）	
捱	挨	ngaai⁴	捱餓，捱打，捱罵，捱日子	遭受，親身受到，困難地度過	
涯	涯	ngaai⁴			
崖	崖	ngaai⁴			
睚	睚	ngaai⁴			
厓	厓	ngaai⁴			
艾	艾	ngaai⁶			
刈	刈	ngaai⁶			
砹	砹	ngaai⁶			
額	额	ngaak⁶			
岩	岩	ngaam⁴			巖
癌	癌	ngaam⁴			
硬	硬	ngaang⁶			
顏	颜	ngaan⁴			
眼	眼	ngaan⁵			
雁	雁	ngaan⁶			
贗	赝	ngaan⁶			贋
餚	肴	ngaau⁴			
爻	爻	ngaau⁴			
淆	淆	ngaau⁴			
崤	崤	ngaau⁴			殽
樂	乐	ngaau⁴/ngaau⁶	樂山樂水，樂道安貧，知者樂水，仁者樂山	愛好，喜好，欣賞	
咬	咬	ngaau⁵			
危	危	ngai⁴			
倪	倪	ngai⁴			
巍	巍	ngai⁴			
霓	霓	ngai⁴			蜺
嵬	嵬	ngai⁴			
猊	猊	ngai⁴			
鯢	鲵	ngai⁴			
蟻	蚁	ngai⁵			
藝	艺	ngai⁶			
毅	毅	ngai⁶			
囈	呓	ngai⁶			
詣	诣	ngai⁶			
魏	魏	ngai⁶			
羿	羿	ngai⁶			
偽	伪	ngai⁶			僞
睨	睨	ngai⁶			
銀	银	ngan⁴			
垠	垠	ngan⁴			
齦	龈	ngan⁴			
齗	龂	ngan⁴			
沂	沂	ngan⁴		河岸	
